TransactionID,CustomerID,OrderDate,Category,Product,Quantity,UnitPrice,TotalAmount,Segment
TXN18723,CUST03244,2023-07-20,Accessories,Scarf,1,50.78,50.78,Champions
TXN7041,CUST01129,2023-07-21,Women's Clothing,Skirt,1,124.64,124.64,Champions
TXN8477,CUST01402,2023-07-21,Women's Clothing,Blouse,2,65.62,131.24,Loyal
TXN10947,CUST01865,2023-07-21,Women's Clothing,Jeans,5,93.1,465.5,Loyal
TXN7382,CUST01199,2023-07-21,Women's Clothing,Jacket,3,111.59,334.77,Loyal
TXN7024,CUST01126,2023-07-21,Women's Clothing,Jacket,4,46.5,186.0,Loyal
TXN8167,CUST01348,2023-07-21,Men's Clothing,Shirt,1,84.41,84.41,Loyal
TXN9917,CUST01668,2023-07-21,Accessories,Sunglasses,5,37.45,187.25,Champions
TXN18313,CUST03180,2023-07-21,Men's Clothing,Jacket,5,35.16,175.8,At-Risk
TXN7603,CUST01240,2023-07-21,Accessories,Belt,2,38.52,77.04,Champions
TXN17586,CUST03043,2023-07-21,Women's Clothing,Skirt,1,110.11,110.11,At-Risk
TXN1235,CUST00041,2023-07-21,Accessories,Wallet,1,53.93,53.93,Loyal
TXN5024,CUST00741,2023-07-21,Accessories,Handbag,1,53.65,53.65,Champions
TXN14461,CUST02497,2023-07-21,Women's Clothing,Blouse,2,108.93,217.86,Champions
TXN10454,CUST01765,2023-07-21,Accessories,Handbag,1,45.9,45.9,Loyal
TXN1079,CUST00010,2023-07-21,Women's Clothing,Dress,1,82.29,82.29,Loyal
TXN17897,CUST03101,2023-07-21,Men's Clothing,T-Shirt,5,58.86,294.3,Champions
TXN13570,CUST02342,2023-07-21,Footwear,Boots,1,136.66,136.66,Lost
TXN2505,CUST00277,2023-07-21,Men's Clothing,Sweater,3,41.86,125.58,Loyal
TXN6273,CUST00989,2023-07-21,Accessories,Wallet,4,42.95,171.8,At-Risk
TXN15265,CUST02645,2023-07-21,Women's Clothing,Blouse,1,68.29,68.29,Loyal
TXN18702,CUST03241,2023-07-21,Men's Clothing,T-Shirt,3,90.67,272.01,Loyal
TXN10779,CUST01828,2023-07-21,Accessories,Handbag,5,16.59,82.95,Others
TXN15318,CUST02655,2023-07-21,Accessories,Belt,4,37.68,150.72,Champions
TXN3243,CUST00414,2023-07-21,Footwear,Boots,4,99.08,396.32,Loyal
TXN1168,CUST00028,2023-07-21,Women's Clothing,Jeans,5,120.94,604.7,Others
TXN16238,CUST02819,2023-07-21,Men's Clothing,Sweater,3,64.79,194.37,Loyal
TXN17709,CUST03066,2023-07-21,Men's Clothing,Pants,4,89.44,357.76,Others
TXN10618,CUST01797,2023-07-21,Accessories,Sunglasses,1,20.87,20.87,Champions
TXN1425,CUST00068,2023-07-21,Men's Clothing,T-Shirt,5,64.33,321.65,Champions
TXN15349,CUST02660,2023-07-21,Men's Clothing,Shirt,3,60.75,182.25,Loyal
TXN7628,CUST01248,2023-07-21,Men's Clothing,Jacket,2,33.55,67.1,Champions
TXN6541,CUST01037,2023-07-21,Accessories,Belt,2,34.21,68.42,Champions
TXN7147,CUST01151,2023-07-21,Men's Clothing,Jacket,4,39.93,159.72,Champions
TXN16200,CUST02811,2023-07-21,Accessories,Handbag,2,62.14,124.28,Champions
TXN13537,CUST02335,2023-07-21,Accessories,Handbag,2,48.47,96.94,Champions
TXN8521,CUST01410,2023-07-21,Men's Clothing,Sweater,1,55.43,55.43,Champions
TXN13351,CUST02309,2023-07-21,Accessories,Handbag,4,47.47,189.88,Champions
TXN10464,CUST01767,2023-07-21,Accessories,Sunglasses,4,77.32,309.28,Loyal
TXN13279,CUST02297,2023-07-22,Men's Clothing,T-Shirt,1,89.28,89.28,Champions
TXN15151,CUST02627,2023-07-22,Accessories,Belt,4,58.76,235.04,Champions
TXN3843,CUST00523,2023-07-22,Footwear,Boots,1,157.39,157.39,Champions
TXN11980,CUST02039,2023-07-22,Accessories,Wallet,4,16.0,64.0,Others
TXN6837,CUST01094,2023-07-22,Men's Clothing,Sweater,4,30.7,122.8,Loyal
TXN3107,CUST00386,2023-07-22,Footwear,Heels,4,62.97,251.88,Champions
TXN6892,CUST01107,2023-07-22,Men's Clothing,Jacket,4,30.23,120.92,Loyal
TXN7141,CUST01149,2023-07-22,Men's Clothing,T-Shirt,2,92.38,184.76,Lost
TXN8764,CUST01459,2023-07-22,Accessories,Belt,1,50.36,50.36,Loyal
TXN9847,CUST01658,2023-07-22,Accessories,Wallet,4,79.27,317.08,Champions
TXN3739,CUST00503,2023-07-22,Women's Clothing,Jacket,1,80.97,80.97,Others
TXN14198,CUST02453,2023-07-22,Men's Clothing,Sweater,5,68.43,342.15,Lost
TXN7760,CUST01269,2023-07-22,Women's Clothing,Jeans,4,37.76,151.04,Champions
TXN8745,CUST01454,2023-07-22,Men's Clothing,Shirt,3,35.84,107.52,Loyal
TXN18137,CUST03146,2023-07-22,Accessories,Sunglasses,4,29.25,117.0,Loyal
TXN18485,CUST03208,2023-07-22,Men's Clothing,Sweater,4,58.55,234.2,Loyal
TXN1979,CUST00180,2023-07-22,Men's Clothing,Jacket,4,62.72,250.88,At-Risk
TXN13058,CUST02250,2023-07-22,Women's Clothing,Blouse,1,39.08,39.08,At-Risk
TXN10857,CUST01844,2023-07-22,Men's Clothing,Shirt,3,88.44,265.32,Champions
TXN13006,CUST02242,2023-07-22,Men's Clothing,Pants,2,40.38,80.76,Champions
TXN18451,CUST03202,2023-07-22,Women's Clothing,Dress,3,53.14,159.42,Loyal
TXN7134,CUST01147,2023-07-22,Women's Clothing,Jeans,2,127.24,254.48,At-Risk
TXN12677,CUST02174,2023-07-22,Accessories,Belt,1,58.13,58.13,Loyal
TXN12912,CUST02223,2023-07-22,Women's Clothing,Skirt,4,73.72,294.88,At-Risk
TXN9281,CUST01546,2023-07-22,Footwear,Heels,1,170.82,170.82,Champions
TXN10799,CUST01837,2023-07-22,Footwear,Heels,4,139.67,558.68,Lost
TXN1624,CUST00111,2023-07-22,Accessories,Wallet,4,21.23,84.92,At-Risk
TXN10149,CUST01712,2023-07-22,Men's Clothing,T-Shirt,1,94.5,94.5,Others
TXN6162,CUST00964,2023-07-22,Men's Clothing,Shirt,4,117.66,470.64,Champions
TXN13880,CUST02390,2023-07-22,Accessories,Belt,4,62.39,249.56,Loyal
TXN6975,CUST01119,2023-07-22,Footwear,Sandals,2,114.01,228.02,Loyal
TXN1030,CUST00005,2023-07-22,Accessories,Sunglasses,3,22.13,66.39,Lost
TXN9085,CUST01511,2023-07-22,Accessories,Belt,1,46.71,46.71,Champions
TXN18674,CUST03237,2023-07-22,Men's Clothing,Jacket,4,36.68,146.72,Others
TXN6936,CUST01113,2023-07-22,Accessories,Scarf,5,68.6,343.0,Champions
TXN11568,CUST01964,2023-07-22,Footwear,Sandals,4,70.67,282.68,Champions
TXN7191,CUST01158,2023-07-23,Accessories,Wallet,3,21.6,64.8,Others
TXN1764,CUST00136,2023-07-23,Women's Clothing,Jeans,2,108.83,217.66,Loyal
TXN12247,CUST02086,2023-07-23,Men's Clothing,Sweater,4,37.08,148.32,Loyal
TXN17070,CUST02953,2023-07-23,Women's Clothing,Jacket,1,88.04,88.04,Loyal
TXN15060,CUST02605,2023-07-23,Accessories,Wallet,5,79.15,395.75,Loyal
TXN13501,CUST02331,2023-07-23,Women's Clothing,Skirt,4,66.68,266.72,Champions
TXN7196,CUST01160,2023-07-23,Women's Clothing,Blouse,2,72.57,145.14,Lost
TXN12127,CUST02072,2023-07-23,Men's Clothing,T-Shirt,2,47.94,95.88,Champions
TXN13809,CUST02380,2023-07-23,Men's Clothing,Sweater,1,104.43,104.43,Champions
TXN15425,CUST02680,2023-07-23,Accessories,Wallet,1,34.46,34.46,Loyal
TXN8072,CUST01323,2023-07-23,Accessories,Wallet,5,33.9,169.5,Loyal
TXN15556,CUST02701,2023-07-23,Men's Clothing,Sweater,1,76.53,76.53,Champions
TXN3576,CUST00475,2023-07-23,Footwear,Boots,5,148.41,742.05,Champions
TXN7058,CUST01134,2023-07-23,Accessories,Wallet,1,29.2,29.2,Lost
TXN10565,CUST01789,2023-07-23,Men's Clothing,Pants,3,107.08,321.24,Loyal
TXN7071,CUST01138,2023-07-23,Men's Clothing,T-Shirt,5,113.62,568.1,Loyal
TXN17191,CUST02971,2023-07-23,Women's Clothing,Dress,4,64.51,258.04,Loyal
TXN5065,CUST00747,2023-07-23,Women's Clothing,Dress,4,100.7,402.8,Champions
TXN6625,CUST01058,2023-07-23,Accessories,Scarf,5,50.04,250.2,Others
TXN7361,CUST01195,2023-07-23,Men's Clothing,Shirt,4,112.57,450.28,Loyal
TXN5978,CUST00922,2023-07-23,Women's Clothing,Blouse,2,68.31,136.62,Lost
TXN13485,CUST02329,2023-07-23,Women's Clothing,Dress,3,136.33,408.99,Loyal
TXN9956,CUST01674,2023-07-23,Accessories,Sunglasses,4,45.47,181.88,Champions
TXN18572,CUST03222,2023-07-23,Men's Clothing,Pants,2,65.77,131.54,Champions
TXN16958,CUST02934,2023-07-23,Men's Clothing,Jacket,5,110.78,553.9,Champions
TXN11157,CUST01900,2023-07-23,Women's Clothing,Skirt,3,59.08,177.24,Champions
TXN9520,CUST01593,2023-07-23,Men's Clothing,T-Shirt,5,55.19,275.95,Loyal
TXN5350,CUST00808,2023-07-23,Accessories,Handbag,3,71.72,215.16,Champions
TXN9438,CUST01575,2023-07-23,Accessories,Belt,2,44.46,88.92,Lost
TXN8703,CUST01445,2023-07-23,Men's Clothing,Pants,2,78.32,156.64,Champions
TXN3199,CUST00405,2023-07-23,Men's Clothing,Sweater,1,61.8,61.8,Champions
TXN15741,CUST02736,2023-07-23,Men's Clothing,Shirt,5,45.74,228.7,At-Risk
TXN13633,CUST02355,2023-07-23,Men's Clothing,Jacket,4,65.08,260.32,Champions
TXN8248,CUST01358,2023-07-23,Women's Clothing,Jeans,1,70.3,70.3,Champions
TXN6539,CUST01037,2023-07-23,Men's Clothing,Shirt,4,67.45,269.8,Champions
TXN3801,CUST00514,2023-07-23,Footwear,Loafers,2,177.83,355.66,Champions
TXN12229,CUST02083,2023-07-23,Men's Clothing,Sweater,4,85.45,341.8,Loyal
TXN1679,CUST00121,2023-07-23,Accessories,Handbag,3,73.6,220.8,Lost
TXN3682,CUST00495,2023-07-23,Women's Clothing,Dress,2,57.52,115.04,Champions
TXN14725,CUST02544,2023-07-23,Footwear,Heels,3,148.78,446.34,At-Risk
TXN12266,CUST02089,2023-07-23,Accessories,Scarf,5,34.46,172.3,Champions
TXN18170,CUST03153,2023-07-23,Men's Clothing,Shirt,5,30.83,154.15,Champions
TXN11576,CUST01964,2023-07-23,Footwear,Sneakers,4,56.14,224.56,Champions
TXN4559,CUST00658,2023-07-23,Men's Clothing,Sweater,2,92.94,185.88,Champions
TXN5858,CUST00899,2023-07-23,Footwear,Loafers,3,109.77,329.31,Champions
TXN5502,CUST00837,2023-07-23,Women's Clothing,Blouse,1,56.0,56.0,Others
TXN10623,CUST01797,2023-07-23,Accessories,Sunglasses,2,50.96,101.92,Champions
TXN15287,CUST02650,2023-07-23,Accessories,Belt,2,49.71,99.42,Champions
TXN13437,CUST02323,2023-07-23,Men's Clothing,Sweater,4,85.89,343.56,At-Risk
TXN11570,CUST01964,2023-07-24,Accessories,Belt,1,59.33,59.33,Champions
TXN15659,CUST02719,2023-07-24,Footwear,Boots,4,93.11,372.44,Lost
TXN11532,CUST01959,2023-07-24,Footwear,Loafers,4,74.5,298.0,Loyal
TXN7020,CUST01125,2023-07-24,Men's Clothing,Shirt,1,43.55,43.55,At-Risk
TXN7490,CUST01218,2023-07-24,Accessories,Scarf,2,54.59,109.18,At-Risk
TXN12449,CUST02125,2023-07-24,Accessories,Wallet,5,44.26,221.3,Loyal
TXN17241,CUST02981,2023-07-24,Accessories,Handbag,3,26.94,80.82,Loyal
TXN8456,CUST01399,2023-07-24,Accessories,Scarf,1,50.34,50.34,Loyal
TXN16390,CUST02845,2023-07-24,Women's Clothing,Skirt,2,124.09,248.18,At-Risk
TXN2327,CUST00244,2023-07-24,Accessories,Handbag,1,15.0,15.0,Champions
TXN7222,CUST01170,2023-07-24,Women's Clothing,Jeans,1,132.7,132.7,At-Risk
TXN12603,CUST02159,2023-07-24,Accessories,Belt,2,47.96,95.92,Champions
TXN4103,CUST00576,2023-07-24,Men's Clothing,Jacket,5,32.24,161.2,Champions
TXN3149,CUST00395,2023-07-24,Accessories,Scarf,5,15.69,78.45,Others
TXN2901,CUST00347,2023-07-24,Women's Clothing,Skirt,2,118.95,237.9,Loyal
TXN13535,CUST02335,2023-07-24,Men's Clothing,Pants,5,54.37,271.85,Champions
TXN10552,CUST01787,2023-07-24,Accessories,Handbag,2,71.16,142.32,At-Risk
TXN15757,CUST02740,2023-07-24,Accessories,Wallet,2,68.13,136.26,Loyal
TXN18633,CUST03230,2023-07-24,Accessories,Sunglasses,4,67.6,270.4,At-Risk
TXN2856,CUST00338,2023-07-24,Accessories,Wallet,2,31.83,63.66,Others
TXN2432,CUST00264,2023-07-24,Men's Clothing,Jacket,4,41.45,165.8,Loyal
TXN10370,CUST01747,2023-07-24,Accessories,Belt,3,57.55,172.65,Champions
TXN3963,CUST00547,2023-07-24,Footwear,Loafers,5,101.09,505.45,Champions
TXN5884,CUST00906,2023-07-24,Women's Clothing,Jacket,2,96.64,193.28,Loyal
TXN5882,CUST00904,2023-07-24,Accessories,Sunglasses,3,68.12,204.36,Loyal
TXN10668,CUST01804,2023-07-24,Accessories,Sunglasses,4,67.73,270.92,Champions
TXN2988,CUST00360,2023-07-24,Men's Clothing,Shirt,4,50.2,200.8,Loyal
TXN14035,CUST02420,2023-07-24,Accessories,Handbag,2,59.77,119.54,Loyal
TXN7160,CUST01154,2023-07-24,Women's Clothing,Dress,1,113.06,113.06,Loyal
TXN2228,CUST00224,2023-07-24,Footwear,Sandals,2,67.98,135.96,Champions
TXN12514,CUST02138,2023-07-24,Accessories,Handbag,5,28.51,142.55,Others
TXN10140,CUST01710,2023-07-24,Men's Clothing,Jacket,3,89.56,268.68,Others
TXN2430,CUST00264,2023-07-24,Men's Clothing,T-Shirt,5,58.26,291.3,Loyal
TXN4778,CUST00695,2023-07-24,Accessories,Handbag,3,62.63,187.89,Loyal
TXN13500,CUST02331,2023-07-24,Accessories,Sunglasses,5,17.04,85.2,Champions
TXN5354,CUST00808,2023-07-25,Men's Clothing,T-Shirt,5,47.29,236.45,Champions
TXN10160,CUST01713,2023-07-25,Footwear,Loafers,4,150.49,601.96,Champions
TXN15097,CUST02612,2023-07-25,Footwear,Boots,3,126.3,378.9,Loyal
TXN11924,CUST02023,2023-07-25,Accessories,Belt,1,33.17,33.17,Loyal
TXN17857,CUST03095,2023-07-25,Women's Clothing,Skirt,2,46.75,93.5,Loyal
TXN1158,CUST00025,2023-07-25,Women's Clothing,Dress,4,119.66,478.64,At-Risk
TXN14517,CUST02509,2023-07-25,Footwear,Heels,2,79.09,158.18,Loyal
TXN15270,CUST02645,2023-07-25,Men's Clothing,Shirt,3,86.76,260.28,Loyal
TXN5852,CUST00899,2023-07-25,Accessories,Scarf,3,67.28,201.84,Champions
TXN15378,CUST02667,2023-07-25,Men's Clothing,T-Shirt,2,30.4,60.8,Champions
TXN3173,CUST00402,2023-07-25,Accessories,Wallet,5,34.29,171.45,Loyal
TXN14425,CUST02492,2023-07-25,Accessories,Scarf,3,78.39,235.17,Loyal
TXN12310,CUST02097,2023-07-25,Women's Clothing,Dress,1,105.4,105.4,Loyal
TXN8620,CUST01429,2023-07-25,Accessories,Wallet,5,70.54,352.7,Loyal
TXN2329,CUST00244,2023-07-25,Men's Clothing,Shirt,4,32.22,128.88,Champions
TXN10851,CUST01844,2023-07-25,Footwear,Sandals,2,141.44,282.88,Champions
TXN14120,CUST02437,2023-07-25,Accessories,Sunglasses,2,22.08,44.16,Loyal
TXN1362,CUST00060,2023-07-25,Men's Clothing,Jacket,2,107.35,214.7,At-Risk
TXN4551,CUST00656,2023-07-25,Women's Clothing,Blouse,4,95.84,383.36,At-Risk
TXN15861,CUST02757,2023-07-25,Men's Clothing,Sweater,3,59.24,177.72,At-Risk
TXN7602,CUST01240,2023-07-25,Men's Clothing,Sweater,2,92.53,185.06,Champions
TXN16956,CUST02934,2023-07-25,Accessories,Belt,3,17.38,52.14,Champions
TXN6762,CUST01081,2023-07-25,Footwear,Sneakers,5,171.31,856.55,Champions
TXN8853,CUST01473,2023-07-25,Women's Clothing,Dress,3,65.45,196.35,Champions
TXN3350,CUST00434,2023-07-25,Accessories,Handbag,1,32.08,32.08,Others
TXN6293,CUST00993,2023-07-25,Women's Clothing,Jeans,3,116.62,349.86,At-Risk
TXN4956,CUST00728,2023-07-25,Footwear,Sandals,1,167.28,167.28,Lost
TXN8544,CUST01413,2023-07-25,Women's Clothing,Jeans,5,125.17,625.85,Champions
TXN4026,CUST00564,2023-07-25,Footwear,Loafers,3,69.93,209.79,Loyal
TXN1446,CUST00069,2023-07-25,Footwear,Boots,1,101.19,101.19,Champions
TXN7638,CUST01250,2023-07-25,Women's Clothing,Jacket,4,53.8,215.2,Others
TXN3724,CUST00502,2023-07-25,Men's Clothing,Jacket,5,54.76,273.8,Champions
TXN12276,CUST02091,2023-07-25,Women's Clothing,Skirt,1,113.56,113.56,Others
TXN9067,CUST01507,2023-07-25,Men's Clothing,Shirt,4,116.95,467.8,Others
TXN9255,CUST01541,2023-07-25,Accessories,Belt,3,69.0,207.0,Loyal
TXN3554,CUST00472,2023-07-25,Women's Clothing,Jeans,5,107.11,535.55,Loyal
TXN17053,CUST02951,2023-07-25,Accessories,Sunglasses,5,38.05,190.25,Others
TXN6290,CUST00992,2023-07-25,Women's Clothing,Skirt,4,132.61,530.44,Others
TXN7653,CUST01252,2023-07-25,Women's Clothing,Jacket,3,74.5,223.5,Loyal
TXN18651,CUST03234,2023-07-25,Women's Clothing,Dress,5,135.4,677.0,Others
TXN13512,CUST02332,2023-07-25,Women's Clothing,Skirt,4,61.89,247.56,Others
TXN14881,CUST02575,2023-07-25,Men's Clothing,Sweater,1,52.22,52.22,At-Risk
TXN14312,CUST02475,2023-07-26,Women's Clothing,Skirt,2,97.33,194.66,Champions
TXN14028,CUST02420,2023-07-26,Women's Clothing,Jacket,5,117.92,589.6,Loyal
TXN10234,CUST01727,2023-07-26,Accessories,Belt,1,57.89,57.89,Champions
TXN15152,CUST02627,2023-07-26,Men's Clothing,T-Shirt,3,109.67,329.01,Champions
TXN14479,CUST02501,2023-07-26,Accessories,Belt,4,51.35,205.4,Loyal
TXN10101,CUST01701,2023-07-26,Accessories,Belt,5,46.64,233.2,Loyal
TXN8090,CUST01329,2023-07-26,Women's Clothing,Dress,5,68.95,344.75,Others
TXN11148,CUST01900,2023-07-26,Accessories,Handbag,2,28.93,57.86,Champions
TXN17474,CUST03026,2023-07-26,Accessories,Wallet,1,77.65,77.65,Loyal
TXN3635,CUST00487,2023-07-26,Accessories,Scarf,4,24.38,97.52,Champions
TXN8034,CUST01315,2023-07-26,Men's Clothing,Pants,1,31.41,31.41,Champions
TXN4659,CUST00671,2023-07-26,Footwear,Sandals,1,65.03,65.03,Loyal
TXN4327,CUST00613,2023-07-26,Men's Clothing,T-Shirt,5,66.25,331.25,Others
TXN4062,CUST00571,2023-07-26,Men's Clothing,Shirt,2,32.31,64.62,At-Risk
TXN18311,CUST03180,2023-07-26,Men's Clothing,T-Shirt,3,114.75,344.25,At-Risk
TXN2307,CUST00241,2023-07-26,Accessories,Belt,1,34.33,34.33,At-Risk
TXN7668,CUST01255,2023-07-26,Women's Clothing,Blouse,3,130.08,390.24,Lost
TXN11753,CUST01998,2023-07-26,Accessories,Handbag,1,52.46,52.46,Loyal
TXN9858,CUST01659,2023-07-26,Men's Clothing,Pants,5,97.09,485.45,Champions
TXN9074,CUST01510,2023-07-26,Accessories,Wallet,2,68.71,137.42,Others
TXN6160,CUST00964,2023-07-26,Accessories,Sunglasses,3,76.42,229.26,Champions
TXN14979,CUST02592,2023-07-26,Women's Clothing,Dress,5,47.26,236.3,At-Risk
TXN9646,CUST01618,2023-07-26,Men's Clothing,Jacket,5,117.44,587.2,Loyal
TXN3395,CUST00443,2023-07-26,Men's Clothing,Pants,3,84.54,253.62,Champions
TXN9953,CUST01674,2023-07-26,Men's Clothing,Shirt,1,56.57,56.57,Champions
TXN11651,CUST01979,2023-07-26,Accessories,Sunglasses,3,20.96,62.88,Champions
TXN17066,CUST02953,2023-07-26,Women's Clothing,Jeans,1,137.47,137.47,Loyal
TXN15985,CUST02778,2023-07-26,Men's Clothing,Pants,4,47.81,191.24,Loyal
TXN14186,CUST02451,2023-07-26,Women's Clothing,Jeans,3,76.88,230.64,Others
TXN8168,CUST01348,2023-07-26,Women's Clothing,Jacket,3,140.39,421.17,Loyal
TXN8689,CUST01442,2023-07-26,Accessories,Sunglasses,1,59.92,59.92,At-Risk
TXN6218,CUST00978,2023-07-26,Women's Clothing,Skirt,1,117.54,117.54,Others
TXN7512,CUST01220,2023-07-26,Accessories,Wallet,1,74.3,74.3,Champions
TXN8009,CUST01313,2023-07-26,Women's Clothing,Jacket,2,65.25,130.5,At-Risk
TXN15429,CUST02680,2023-07-26,Women's Clothing,Jeans,5,101.16,505.8,Loyal
TXN11869,CUST02016,2023-07-26,Men's Clothing,Pants,2,111.67,223.34,Lost
TXN8298,CUST01367,2023-07-26,Men's Clothing,Jacket,5,70.0,350.0,At-Risk
TXN6981,CUST01120,2023-07-26,Women's Clothing,Dress,1,65.02,65.02,At-Risk
TXN4046,CUST00568,2023-07-26,Men's Clothing,T-Shirt,2,33.33,66.66,Lost
TXN8300,CUST01367,2023-07-26,Women's Clothing,Jeans,1,75.12,75.12,At-Risk
TXN14094,CUST02433,2023-07-26,Footwear,Loafers,4,74.42,297.68,Loyal
TXN10716,CUST01815,2023-07-26,Women's Clothing,Dress,5,136.27,681.35,Champions
TXN1137,CUST00022,2023-07-26,Accessories,Belt,1,27.59,27.59,Loyal
TXN15729,CUST02733,2023-07-26,Footwear,Loafers,3,61.86,185.58,Champions
TXN18126,CUST03144,2023-07-26,Women's Clothing,Blouse,5,102.82,514.1,At-Risk
TXN8929,CUST01485,2023-07-26,Women's Clothing,Dress,5,148.64,743.2,Champions
TXN11107,CUST01894,2023-07-26,Men's Clothing,Jacket,5,45.36,226.8,Loyal
TXN15331,CUST02657,2023-07-26,Women's Clothing,Jeans,2,72.46,144.92,Loyal
TXN14225,CUST02456,2023-07-26,Women's Clothing,Jeans,4,100.61,402.44,Loyal
TXN8033,CUST01315,2023-07-27,Men's Clothing,T-Shirt,4,49.55,198.2,Champions
TXN1683,CUST00122,2023-07-27,Accessories,Belt,3,34.68,104.04,Loyal
TXN13483,CUST02328,2023-07-27,Women's Clothing,Dress,3,78.83,236.49,Loyal
TXN1963,CUST00175,2023-07-27,Men's Clothing,Sweater,5,96.37,481.85,At-Risk
TXN5130,CUST00761,2023-07-27,Women's Clothing,Skirt,2,75.22,150.44,Champions
TXN17187,CUST02971,2023-07-27,Footwear,Sneakers,2,56.12,112.24,Loyal
TXN13036,CUST02246,2023-07-27,Women's Clothing,Jacket,3,76.3,228.9,Champions
TXN15143,CUST02627,2023-07-27,Men's Clothing,Pants,5,43.99,219.95,Champions
TXN5610,CUST00856,2023-07-27,Men's Clothing,Sweater,1,107.72,107.72,At-Risk
TXN15627,CUST02714,2023-07-27,Women's Clothing,Blouse,4,143.4,573.6,Loyal
TXN4961,CUST00730,2023-07-27,Men's Clothing,Shirt,3,79.01,237.03,Loyal
TXN10451,CUST01765,2023-07-27,Accessories,Scarf,5,24.66,123.3,Loyal
TXN8623,CUST01429,2023-07-27,Accessories,Scarf,2,52.64,105.28,Loyal
TXN4382,CUST00627,2023-07-27,Women's Clothing,Dress,1,149.63,149.63,Others
TXN9733,CUST01638,2023-07-27,Men's Clothing,Jacket,1,98.28,98.28,Champions
TXN14325,CUST02476,2023-07-27,Women's Clothing,Blouse,3,131.34,394.02,At-Risk
TXN14642,CUST02529,2023-07-27,Accessories,Sunglasses,5,43.71,218.55,Loyal
TXN15966,CUST02773,2023-07-27,Men's Clothing,Pants,2,105.59,211.18,Others
TXN15967,CUST02773,2023-07-27,Men's Clothing,Pants,1,40.05,40.05,Others
TXN15375,CUST02666,2023-07-27,Accessories,Handbag,5,32.92,164.6,Loyal
TXN10538,CUST01785,2023-07-27,Women's Clothing,Jacket,1,77.34,77.34,Loyal
TXN2048,CUST00191,2023-07-27,Accessories,Scarf,4,37.92,151.68,Champions
TXN8156,CUST01346,2023-07-27,Men's Clothing,Sweater,2,48.57,97.14,Loyal
TXN15818,CUST02750,2023-07-27,Women's Clothing,Jeans,4,90.42,361.68,Loyal
TXN16931,CUST02930,2023-07-27,Men's Clothing,Pants,4,105.49,421.96,Lost
TXN3141,CUST00394,2023-07-27,Men's Clothing,Jacket,5,118.52,592.6,Champions
TXN14317,CUST02475,2023-07-27,Men's Clothing,T-Shirt,2,95.27,190.54,Champions
TXN6640,CUST01061,2023-07-27,Men's Clothing,Jacket,1,64.07,64.07,Champions
TXN16698,CUST02895,2023-07-27,Accessories,Scarf,5,78.26,391.3,Champions
TXN8465,CUST01400,2023-07-27,Men's Clothing,Jacket,5,80.98,404.9,Champions
TXN16507,CUST02863,2023-07-27,Men's Clothing,Pants,2,75.86,151.72,Loyal
TXN8459,CUST01399,2023-07-27,Women's Clothing,Blouse,4,70.3,281.2,Loyal
TXN12782,CUST02197,2023-07-27,Accessories,Handbag,1,26.03,26.03,Loyal
TXN15329,CUST02656,2023-07-27,Women's Clothing,Skirt,4,67.36,269.44,Loyal
TXN12410,CUST02118,2023-07-27,Women's Clothing,Dress,1,90.77,90.77,Loyal
TXN8316,CUST01371,2023-07-27,Women's Clothing,Dress,3,45.05,135.15,Others
TXN18374,CUST03191,2023-07-27,Women's Clothing,Jeans,5,96.63,483.15,Champions
TXN10997,CUST01874,2023-07-27,Footwear,Sandals,5,89.74,448.7,Loyal
TXN2941,CUST00354,2023-07-27,Men's Clothing,T-Shirt,3,77.18,231.54,Loyal
TXN8890,CUST01480,2023-07-27,Women's Clothing,Dress,4,69.11,276.44,Loyal
TXN6589,CUST01050,2023-07-27,Accessories,Scarf,5,56.09,280.45,Others
TXN14147,CUST02441,2023-07-27,Accessories,Wallet,2,69.46,138.92,At-Risk
TXN4326,CUST00613,2023-07-27,Accessories,Sunglasses,5,24.4,122.0,Others
TXN12961,CUST02232,2023-07-27,Accessories,Handbag,3,35.26,105.78,Loyal
TXN1911,CUST00166,2023-07-27,Women's Clothing,Skirt,1,96.12,96.12,At-Risk
TXN3294,CUST00421,2023-07-27,Women's Clothing,Blouse,4,128.19,512.76,Loyal
TXN8111,CUST01337,2023-07-28,Footwear,Sandals,1,67.68,67.68,Champions
TXN1904,CUST00165,2023-07-28,Men's Clothing,Sweater,2,66.01,132.02,Loyal
TXN18358,CUST03187,2023-07-28,Accessories,Wallet,4,22.93,91.72,Champions
TXN8715,CUST01448,2023-07-28,Footwear,Loafers,2,110.53,221.06,Loyal
TXN15665,CUST02722,2023-07-28,Men's Clothing,Pants,4,85.34,341.36,Others
TXN7126,CUST01145,2023-07-28,Men's Clothing,Jacket,1,81.43,81.43,Champions
TXN7697,CUST01261,2023-07-28,Men's Clothing,Sweater,1,112.9,112.9,Loyal
TXN3595,CUST00478,2023-07-28,Accessories,Handbag,5,67.7,338.5,Champions
TXN9276,CUST01545,2023-07-28,Men's Clothing,Sweater,4,101.62,406.48,Loyal
TXN8617,CUST01429,2023-07-28,Accessories,Handbag,2,53.88,107.76,Loyal
TXN12756,CUST02192,2023-07-28,Accessories,Handbag,3,58.51,175.53,Loyal
TXN14143,CUST02440,2023-07-28,Women's Clothing,Jacket,4,91.4,365.6,Loyal
